Date,Time,Code,Object,Area,Status,Comment,CO2abs,dCO2ZP,dCO2MP,H2Oabs,dH2OZP,dH2OMP,Flow,Pamb,Aux1,Aux2,Tcuv,Tleaf,Tamb,Ttop,PARtop,PARbot,PARamb,Imp,rh,E,VPD,GH2O,A,ci,ca,wa
13/06/2021,13:33:42,MP_010,6,7.52,AFF2FF013FF----------4--------,,407.3378,1.102594,-0.4777778,8497.913,481.3602,10092.51,499.99,101.129,2425,1935,15.18,16.38,27.57,17.65,0.2,2,0.3,5,106.22,6.508176,0.310732,20944.66,-1.589973,405.6792,405.76,18109.1
13/06/2021,13:37:36,MP_010,6,7.52,AFF2FF013FF----------4--------,,407.3386,1.102594,-7.636236,8499.016,481.3602,9889.792,500.01,101.132,2427,1935,15.19,16.4,24.25,18,899.4,3.2,2.1,5,105,6.3698,0.5356442,11891.85,3.271509,397.8379,398.6,17907.5
13/06/2021,13:40:48,MP_010,5,6.46,AFF2FF013FF----------4--------,,407.2353,1.102594,-1.791625,8496.877,481.3602,8571.694,500.09,101.129,2427,1933,15.26,16.28,29.56,17.53,0.5,2.2,0.2,5,96.82,6.36858,1.731449,3678.18,-0.3345864,403.3921,404.34,16587.2
13/06/2021,13:47:14,MP_010,5,6.46,AFF2FF013FF----------4--------,,407.8425,1.102594,-6.344654,8507.341,481.3602,8377.396,500,101.13,2428,1938,15.68,16.78,24.3,18.4,899.4,2.5,2.2,5,93.19,6.213465,2.527512,2458.333,3.276338,396.7447,400.4,16403.4
13/06/2021,13:50:00,MP_010,6,7.52,AFF2FF013FF----------4--------,,407.5435,1.102594,-1.379015,8486.338,481.3602,10889.32,500.04,101.133,2431,1937,16.14,17.13,28.89,18.27,0.2,1.8,0.3,5,104.19,7.054005,0.4209996,16755.38,-1.207174,404.9083,405.06,18894.3
13/06/2021,13:53:53,MP_010,6,7.52,AFF2FF013FF----------4--------,,407.463,1.102594,-7.00697,8498.202,481.3602,10561.13,500.03,101.138,2435,1942,15.92,16.79,25,18.49,899.4,2.9,2.4,5,103.91,6.829296,0.3291645,20747.37,2.665058,398.9481,399.35,18578
13/06/2021,13:56:29,MP_010,5,6.46,AFF2FF013FF----------4--------,,406.8547,1.102594,-2.311998,8490.134,481.3602,9032.001,500.08,101.132,2433,1939,16.18,17.3,27.92,18.05,0.5,2.2,0.4,5,93.72,6.733926,2.518449,2673.838,-7.35E-02,401.901,403.44,17040.8
13/06/2021,14:00:33,MP_010,5,6.46,AFF2FF013FF----------4--------,,407.6902,1.102594,-5.844345,8506.357,481.3602,8184.278,500.06,101.124,2432,1937,16.04,17.07,24.9,18.46,899.3,2.9,2.4,5,89.94,6.060998,3.085969,1964.05,2.948653,396.4823,400.74,16209.3
13/06/2021,14:03:21,MP_010,6,7.52,AFF2FF013FF----------4--------,,407.4339,1.102594,-1.75496,8479.787,481.3602,10933.94,500.07,101.134,2435,1939,16.14,16.84,27.79,18.43,0.3,2,0.3,5,104.45,7.085001,3.09E-02,229657.1,-0.9661772,404.5634,404.58,18932.4
13/06/2021,14:06:56,MP_010,6,7.52,AFF2FF013FF----------4--------,,408.1601,1.102594,-6.618507,8499.652,481.3602,10407.24,499.98,101.14,2436,1940,15.63,16.33,24.44,18.56,899.4,2.7,1.9,5,104.97,6.723289,-8.19E-02,-82083.14,2.441254,400.5365,400.44,18425.5
13/06/2021,14:09:32,MP_010,5,6.46,AFF2FF013FF----------4--------,,407.4565,1.102594,-2.568656,8482.456,481.3602,8756.818,500.08,101.148,2434,1939,15.98,17.17,28.12,18.23,0.3,2.3,0.2,5,93.37,6.515369,2.642232,2465.858,0.2111731,401.991,403.79,16757.9
13/06/2021,14:13:25,MP_010,5,6.46,AFF2FF013FF----------4--------,,408.3906,1.102594,-5.541069,8506.763,481.3602,7640.652,500.04,101.142,2435,1938,15.49,16.66,24.49,18.28,899.3,2.3,2.9,5,90.11,5.629905,3.125699,1801.167,2.880783,397.3037,401.75,15666.1
13/06/2021,14:16:13,MP_010,6,7.52,AFF2FF013FF----------4--------,,408.4531,1.102594,-1.968683,8498.694,481.3602,9804.924,500.05,101.129,2437,1942,15.76,17,28.28,18.12,0.7,2.2,0.3,5,100.69,6.312254,1.350376,4674.441,-0.5166095,404.7009,405.38,17822.3
13/06/2021,14:20:00,MP_010,6,7.52,AFF2FF013FF----------4--------,,408.4675,1.102594,-5.771226,8500.068,481.3602,10448.39,500.05,101.138,2439,1944,17.7,18.78,30.41,21.08,899.3,2.5,0.4,5,92.28,6.7524,3.019763,2236.07,1.859112,398.4123,401.59,18467.1
13/06/2021,14:29:13,ZPc010,0,7.52,AFF2FF013FF----------4--------,,413.0085,-2.024733,-2.024733,3368.804,1030.021,1030.021,500.04,101.143,2439,1944,17.91,19.75,24.85,20.7,0.5,2.5,2.9,5,,,,,,,409.88,3917.5
14/06/2021,09:16:58,ZPi010,0,7.64,AFF2FF013FF----------4--------,,407.4233,0.4917628,,8507.491,634.2064,,500.34,100.701,2234,1824,14.82,15.01,18.58,14.86,0.5,2,2.8,5,,,,,,,407.92,9141.7
14/06/2021,09:18:29,ZPc010,0,7.64,AFF2FF013FF----------4--------,,409.1221,1.69491,1.69491,8502.162,497.1142,497.1142,500.05,100.708,2239,1828,14.91,15.09,18.63,14.91,0.7,1.8,2.8,5,,,,,,,410.33,8365.1
14/06/2021,09:37:46,MP_010,3,7.64,AFF2FF013FF----------4--------,,410.976,1.69491,2.42172,8477.466,497.1142,9652.621,500.02,100.712,2255,1837,15.14,15.28,20.15,15.22,3,1.8,0.3,5,103.28,6.099656,-0.4088937,-14917.46,-2.986929,411.653,411.7,17633
14/06/2021,09:41:11,MP_010,3,7.64,AFF2FF013FF----------4--------,,410.6041,1.69491,-1.40273,8486.954,497.1142,9348.413,500.09,100.733,2254,1838,14.97,14.96,19.13,15.27,420.3,3.1,3.4,5,102.69,5.896016,-0.4692223,-12565.51,-0.3750443,407.7582,407.51,17338.3
14/06/2021,09:47:58,MP_010,4,8.44,AFF2FF013FF----------4--------,,410.493,1.69491,3.852208,8474.396,497.1142,10326.8,500.03,100.719,2260,1841,14.96,15.22,20.58,15.17,2.8,2,0.1,5,108.44,5.932189,-1.160795,-5110.455,-3.726013,412.2598,412.65,18304.1
14/06/2021,09:50:52,MP_010,4,8.44,AFF2FF013FF----------4--------,,410.4107,1.69491,-1.87062,8488.11,497.1142,10327.45,500.02,100.702,2261,1845,15.12,15.22,20.92,15.83,419.9,2.3,0.1,5,107.42,5.932509,-1.170474,-5068.466,-0.3012668,407.4959,406.85,18318.4
14/06/2021,09:53:17,MP_010,3,7.64,AFF2FF013FF----------4--------,,410.2631,1.69491,1.360445,8472.152,497.1142,10476.63,500.07,100.709,2264,1843,15.15,15.31,21.89,15.61,1.7,2.3,0.2,5,108.01,6.654842,-1.206687,-5514.969,-2.509088,409.9906,409.93,18451.7
14/06/2021,10:00:18,MP_010,3,7.64,AFF2FF013FF----------4FF------,,410.4305,1.69491,-2.665447,8482.973,497.1142,10754.75,500.06,100.715,2273,1850,15.56,15.85,25.17,17.82,420.3,2,0.5,5,106.85,6.842144,-0.8838408,-7741.375,7.56E-02,406.6456,406.07,18740.6
14/06/2021,10:03:13,MP_010,4,8.44,AFF2FF013FF----------4--------,,409.4041,1.69491,3.724932,8474.045,497.1142,10448.23,500.06,100.746,2276,1852,15.29,15.43,23.99,17.2,0.7,2.3,0.1,5,106.89,6.006588,-1.047177,-5735.98,-3.674079,411.1068,411.43,18425.2
14/06/2021,10:08:14,MP_010,4,8.44,AFF2FF013FF----------4--------,,409.4954,1.69491,-2.043997,8489.978,497.1142,11153.28,500.05,100.756,2280,1854,16.24,16.53,27.03,19.27,420.2,2,0.2,5,104.51,6.436789,-0.496742,-12958.01,-0.396547,406.0233,405.76,19146.1
14/06/2021,10:10:48,MP_010,3,7.64,AFF2FF013FF----------4--------,,409.0697,1.69491,1.931084,8464.89,497.1142,10611.42,499.98,100.752,2283,1856,15.98,16.13,26.42,18.65,0.3,1.8,0.5,5,103.11,6.744302,-0.3986168,-16919.26,-2.91504,409.2917,409.31,18579.2
14/06/2021,10:18:06,MP_010,3,7.64,AFF2FF013FF----------4--------,,408.5373,1.69491,-2.912768,8485.104,497.1142,13435.08,500.1,100.726,2287,1859,19.92,19.39,30.8,22.35,420.3,2.2,0.3,5,92.76,8.654331,0.9442624,9165.177,-0.479649,403.4166,403.93,21423.1
14/06/2021,10:21:34,MP_010,4,8.44,AFF2FF013FF----------4FF------,,409.0825,1.69491,4.413594,8483.939,497.1142,12093.06,499.97,100.724,2288,1860,19.57,19.12,29.29,21.52,0.2,1.6,0.2,5,88.86,7.010033,1.93608,3620.736,-4.497249,412.494,411.8,20079.9
14/06/2021,10:24:28,MP_010,4,8.44,AFF2FF013FF----------4FF------,,410.4716,1.69491,-2.622526,6995.63,497.1142,13933.07,500.06,100.724,2293,1861,17.67,18.05,21.37,19.74,419.6,3.1,2.7,5,101.88,8.126722,0.1160558,70024.28,-0.7426613,406.0973,406.15,20431.6
14/06/2021,10:27:10,MP_010,3,7.64,AFF2FF013FF----------4--------,,410.385,1.69491,1.218185,6973.406,497.1142,13340.4,500.02,100.723,2294,1863,16.26,17.07,26.3,18.18,0.7,2.2,0.2,5,108.06,8.57558,-0.5162821,-16610.26,-3.203195,409.9376,409.91,19816.7
14/06/2021,10:30:16,MP_010,3,7.64,AFF2FF013FF----------4FF------,,410.9394,1.69491,-3.012358,6978.624,497.1142,12267.34,500.13,100.734,2293,1861,14.84,15.8,21.17,16.91,420.2,2.7,2.9,5,111.94,7.852292,-0.9557179,-8216.118,-0.1083625,406.8176,406.23,18748.9
14/06/2021,10:32:29,MP_010,4,8.44,AFF2FF013FF----------4--------,,410.4249,1.69491,3.525824,7351.258,497.1142,11266.12,500.06,100.733,2295,1861,14.03,15,25.17,16.05,0.5,2.2,0.3,5,114,6.498325,-1.219045,-5330.67,-3.763778,411.938,412.26,18120.3
14/06/2021,10:35:26,MP_010,4,8.44,AFF2FF013FF----------4--------,,409.8752,1.69491,-1.546026,8480.936,497.1142,9801.756,499.99,100.734,2295,1861,13.86,14.53,20.55,15.58,420,3.1,2.9,5,113.13,5.61198,-1.391218,-4033.86,-0.362059,407.3775,406.63,17785.6
14/06/2021,10:38:22,MP_010,3,7.64,AFF2FF013FF----------4--------,,409.7131,1.69491,2.15397,8483.381,497.1142,9404.686,500.09,100.728,2299,1862,14.34,14.47,23.23,15.16,1.2,2,0.3,5,107.23,5.93385,-1.059193,-5602.234,-2.734388,410.0885,410.17,17391
14/06/2021,10:41:34,MP_010,3,7.64,AFF2FF013FF----------4--------,,409.5227,1.69491,-2.247558,8489.92,497.1142,9272.428,500.15,100.726,2299,1863,14.24,14.38,20.38,15.23,420.3,2.7,2.7,5,107.17,5.845606,-1.023857,-5709.4,0.2100387,406.286,405.58,17265.2
14/06/2021,10:44:53,MP_010,4,8.44,AFF2FF013FF----------4--------,,409.2665,1.69491,4.060324,8480.15,497.1142,9317.257,500.02,100.724,2296,1861,14.34,14.57,21.86,14.7,1,2.2,0.3,5,106.72,5.317383,-0.8593701,-6187.535,-3.590166,411.2784,411.63,17300.3
14/06/2021,10:48:43,MP_010,4,8.44,AFF2FF013FF----------4--------,,409.7439,1.69491,-2.021536,8492.428,497.1142,9093.349,500.02,100.712,2300,1865,14.36,14.55,20.17,14.79,420.3,2.9,2.4,5,105.23,5.181307,-0.66586,-7781.376,0.0980238,406.4691,406.03,17088.7
14/06/2021,10:51:04,MP_010,3,7.64,AFF2FF013FF----------4--------,,409.5346,1.69491,2.367041,8463.281,497.1142,9138.649,500.07,100.722,2304,1868,14.57,14.37,21.93,14.62,0.8,2,0.7,5,103.94,5.754651,-0.8714316,-6603.675,-2.800533,410.1028,410.21,17104.8
14/06/2021,10:54:07,MP_010,3,7.64,AFF2FF013FF----------4--------,,409.8826,1.69491,-2.203123,8490.313,497.1142,9016.554,500.1,100.73,2302,1865,14.55,14.3,20.02,14.81,420.2,3.4,2.8,5,103.49,5.673121,-0.8515127,-6662.403,0.2483602,406.5823,405.98,17009.8
14/06/2021,10:57:12,MP_010,4,8.44,AFF2FF013FF----------4--------,,409.6173,1.69491,4.448887,8476.024,497.1142,9477.514,500.01,100.732,2302,1863,14.9,14.68,22.49,14.8,0.2,2,0.1,5,103.86,5.414801,-0.8978415,-6030.91,-3.864453,411.9489,412.37,17456.4
14/06/2021,11:01:07,MP_010,4,8.44,AFF2FF013FF----------4--------,,409.5062,1.69491,-2.106593,8485.275,497.1142,9290.953,500,100.737,2306,1865,14.68,14.59,20.14,14.95,420,3.1,3,5,104.27,5.30119,-0.8202291,-6463.061,0.1013449,406.2486,405.7,17279.1
14/06/2021,11:05:55,MP_010,3,7.64,AFF2FF013FF----------4--------,,409.5991,1.69491,1.940535,8482.834,497.1142,8897.928,500,100.739,2304,1864,14.99,14.66,23.24,14.91,0.7,2.5,0.4,5,99.84,5.59236,-0.3420072,-16351.59,-2.45275,409.8294,409.84,16883.7
14/06/2021,11:08:33,MP_010,3,7.64,AFF2FF013FF----------4--------,,409.6686,1.69491,-2.527138,8488.088,497.1142,9022.873,500.08,100.754,2304,1865,14.8,14.67,20.21,15.01,420,2.9,2.6,5,101.85,5.677205,-0.4609004,-12317.64,0.4617774,405.7967,405.45,17013.9
14/06/2021,11:11:53,MP_010,4,8.44,AFF2FF013FF----------4--------,,409.9169,1.69491,3.707812,8481.939,497.1142,9177.123,500.08,100.74,2301,1861,14.87,14.68,21.97,14.71,1.2,1.8,0.3,5,102.3,5.23282,-0.6017399,-8696.148,-3.348225,411.7158,411.93,17162
14/06/2021,11:18:30,MP_010,4,8.44,AFF2FF013FF----------4--------,,410.6666,1.69491,-3.376081,8491.644,497.1142,9204.521,500,100.744,2307,1867,14.75,14.63,19.87,14.95,420,3.2,2.9,5,103.29,5.248686,-0.6929992,-7573.87,0.8752958,406.2147,405.6,17199.1
14/06/2021,11:21:21,MP_010,3,7.64,AFF2FF013FF----------4--------,,410.5687,1.69491,2.034587,8480.676,497.1142,8833.601,500.03,100.74,2306,1869,14.98,14.58,22.13,14.81,0.5,2.3,0.5,5,99.55,5.549423,-0.3544615,-15655.93,-2.502618,410.8861,410.91,16817.2
14/06/2021,11:23:54,MP_010,3,7.64,AFF2FF013FF----------4--------,11:23:44,410.5374,1.69491,-2.550316,8494.249,497.1142,8891.043,500.05,100.74,2306,1868,14.82,14.57,20.19,14.97,420.2,2.5,2.7,5,100.99,5.588327,-0.4406404,-12682.28,0.5080695,406.6341,406.29,16888.2
14/06/2021,11:27:25,MP_010,4,8.44,AFF2FF013FF----------4--------,,410.559,1.69491,3.561777,8483.756,497.1142,9008.916,500,100.735,2309,1871,14.98,14.73,21.72,14.82,0.2,2.2,0.1,5,100.55,5.129769,-0.3768857,-13610.94,-3.221624,412.2991,412.43,16995.6
14/06/2021,11:30:10,MP_010,4,8.44,AFF2FF013FF----------4--------,,410.8687,1.69491,-2.660054,8495.022,497.1142,9004.521,500.02,100.728,2309,1870,14.82,14.64,20.25,14.99,420.2,2.9,3.4,5,101.64,5.127317,-0.4785749,-10713.72,0.4957364,406.8896,406.51,17002.4
14/06/2021,11:33:48,MP_010,3,7.64,AFF2FF013FF----------4--------,,410.4324,1.69491,1.307239,8495.705,497.1142,8977.19,500.11,100.735,2309,1870,15.29,14.94,23.58,15.13,0.7,2.5,0.1,5,98.49,5.64692,-0.1223703,-46146.18,-2.061721,410.0533,410.04,16975.8
14/06/2021,11:36:59,MP_010,3,7.64,AFF2FF013FF----------4--------,,410.6571,1.69491,-3.739337,8493.959,497.1142,9059.17,500.02,100.736,2309,1868,14.84,14.78,20.27,15.13,420.2,2.7,2.6,5,101.87,5.700905,-0.3815894,-14939.89,1.246454,405.5943,405.22,17056
14/06/2021,11:39:36,MP_010,4,8.44,AFF2FF013FF----------4--------,,410.8065,1.69491,2.973354,8471.153,497.1142,8880.918,500.06,100.752,2312,1870,14.89,14.64,22.31,14.81,0.3,2.2,0.3,5,100.33,5.052514,-0.3311987,-15255.24,-2.839536,412.0075,412.09,16855
14/06/2021,11:42:29,MP_010,4,8.44,AFF2FF013FF----------4--------,,411.0938,1.69491,-3.071551,8495.009,497.1142,8982.814,500.01,100.742,2314,1872,15.02,14.76,23.22,15.79,420.2,2.2,0.2,5,100.22,5.114041,-0.3226793,-15848.68,0.7458296,406.6053,406.33,16980.7
14/06/2021,11:46:29,MP_010,3,7.64,AFF2FF013FF----------4--------,,411.0516,1.69491,0.6301357,8494.291,497.1142,9337.259,500.03,100.739,2314,1872,15.27,14.99,23.93,16.4,0.7,2,0.3,5,100.68,5.887825,-0.4288426,-13729.57,-1.717049,410.066,409.99,17334.4
14/06/2021,11:49:59,MP_010,3,7.64,AFF2FF013FF----------4--------,,410.7506,1.69491,-4.640591,8493.649,497.1142,9537.768,500.1,100.744,2315,1871,14.79,14.84,20.36,16.03,420.5,2.7,2.6,5,105.04,6.023413,-0.8013581,-7516.506,1.711108,405.2764,404.42,17534.3
14/06/2021,11:53:22,MP_010,4,8.44,AFF2FF013FF----------4--------,,410.832,1.69491,2.216635,8480.979,497.1142,9174.599,500.03,100.737,2313,1872,14.82,14.71,22.22,15.02,0.8,2.3,0,5,102.57,5.230761,-0.5676838,-9214.215,-2.460791,411.3013,411.35,17158.5
14/06/2021,11:56:48,MP_010,4,8.44,AFF2FF013FF----------4--------,,411.1231,1.69491,-4.282713,8499.907,497.1142,9134.748,500.01,100.738,2314,1873,14.67,14.55,20.43,15.02,420.2,3.1,3.2,5,103.48,5.206438,-0.7154511,-7277.141,1.431971,405.9051,405.15,17137.5
14/06/2021,11:59:58,MP_010,3,7.64,AFF2FF013FF----------4--------,,411.2587,1.69491,-5.50E-03,8490.107,497.1142,8971.843,500.01,100.738,2317,1873,14.86,14.67,22.01,14.85,0.3,2,0.3,5,101.18,5.642088,-0.4125588,-13675.84,-1.197912,409.6852,409.56,16964.8
14/06/2021,12:02:42,MP_010,3,7.64,AFF2FF013FF----------4--------,,411.4727,1.69491,-5.005702,8502.121,497.1142,8968.96,500.08,100.731,2319,1874,14.77,14.64,20.54,15.04,420,3.1,3,5,101.79,5.641075,-0.4537719,-12431.52,2.102597,405.3227,404.77,16974
14/06/2021,12:47:49,ZPc010,0,8.44,AFF2FF013FF----------4--------,,411.4471,-1.556673,-1.556673,8500.139,-461.4372,-461.4372,500.06,100.798,2330,1879,15.05,15.3,20.3,15.01,0.7,2.5,2.1,5,,,,,,,408.2,7541.6
14/06/2021,12:49:28,MP_010,4,8.44,AFF2FF013FF----------4FF------,,411.1728,-1.556673,0.9349689,8486.128,-461.4372,8520.865,500.03,100.8,2325,1876,15.06,14.93,22.09,15.08,0.3,2,0,5,102.92,5.416184,-0.647119,-8369.688,-3.716658,413.3891,413.66,17468.4
14/06/2021,12:54:12,MP_010,4,8.44,AFF2FF013FF----------4--------,,411.5545,-1.556673,-5.783494,8490.338,-461.4372,8849.275,500.06,100.785,2325,1876,14.96,14.8,20.47,15.31,420.2,2.5,2.4,5,105.53,5.616522,-1.130318,-4968.977,0.2166014,408.1146,407.33,17801.1
14/06/2021,12:56:23,MP_010,3,7.64,AFF2FF013FF----------4--------,,410.9609,-1.556673,-1.708114,8448.127,-461.4372,9689.306,500.06,100.782,2327,1877,15.04,15.33,22.13,15.26,0.3,2.7,0.1,5,109.69,6.769933,-1.343727,-5038.175,-2.682029,410.8402,410.81,18598.9
14/06/2021,13:00:37,MP_010,3,7.64,AFF2FF013FF----------4--------,,411.5033,-1.556673,-6.638002,8495.186,-461.4372,8917.734,500.02,100.78,2325,1876,14.82,14.88,19.99,15.18,420.3,2.7,2,5,106.93,6.25014,-1.116446,-5598.244,0.7854026,407.3495,406.42,17874.4
14/06/2021,13:05:12,MP_010,4,8.44,AFF2FF013FF----------4--------,,411.3073,-1.556673,0.5678228,8459.434,-461.4372,9303.788,500.01,100.796,2327,1880,14.82,14.79,21.65,14.94,1.2,2.3,0.4,5,109,5.892563,-1.565782,-3763.337,-3.69478,412.9095,413.43,18224.7
14/06/2021,13:09:08,MP_010,4,8.44,AFF2FF013FF----------4--------,,411.7729,-1.556673,-6.125377,8498.218,-461.4372,9520.412,500,100.789,2329,1879,15.1,14.96,22.83,15.93,420.2,2.5,0.1,5,108.57,6.024721,-1.646427,-3659.27,0.2532709,408.3596,407.2,18480.1
14/06/2021,13:11:30,MP_010,3,7.64,AFF2FF013FF----------4--------,,411.5951,-1.556673,-1.634243,8458,-461.4372,9423.451,500.06,100.788,2325,1880,15.45,15.8,23.44,16.23,0,2.2,0.3,5,105.37,6.59087,-0.5506002,-11970.34,-2.661487,411.5242,411.52,18342.9
14/06/2021,13:15:19,MP_010,3,7.64,AFF2FF013FF----------4--------,,411.9483,-1.556673,-6.954988,8491.063,-461.4372,9015.955,500.05,100.781,2330,1878,14.76,15.23,20.57,15.79,419.9,3.1,3.4,5,107.88,6.31656,-0.8142102,-7757.898,0.9652612,407.2609,406.55,17968.5
14/06/2021,13:21:18,MP_010,4,8.44,AFF2FF013FF----------4--------,,411.8336,-1.556673,0.4773144,8481.331,-461.4372,8979.332,500.04,100.786,2332,1882,15.21,15.18,23.81,15.73,0.7,1.8,0.3,5,104.57,5.69544,-0.8250642,-6903.026,-3.562232,413.595,413.87,17922.1
14/06/2021,13:24:31,MP_010,4,8.44,AFF2FF013FF----------4--------,,412.0965,-1.556673,-6.212693,8493.395,-461.4372,9593.338,500.05,100.776,2336,1884,15.8,15.92,24.86,17.68,419.9,2,0.2,5,104.16,6.069823,-0.6126425,-9907.611,0.2855008,407.875,407.44,18548.2
14/06/2021,13:27:56,MP_010,3,7.64,AFF2FF013FF----------4--------,,412.1152,-1.556673,-1.832348,8479.301,-461.4372,9385.537,500.09,100.77,2337,1890,15.37,15.81,25.86,17.45,0.7,2.2,0.2,5,105.78,6.565856,-0.5219826,-12578.69,-2.523631,411.862,411.84,18326.3
14/06/2021,13:31:03,MP_010,3,7.64,AFF2FF013FF----------4--------,,412.1392,-1.556673,-6.89677,8498.034,-461.4372,9421.042,500.01,100.764,2338,1886,14.65,15.31,21.11,16.74,420.3,2.5,2.9,5,111.12,6.588828,-1.14354,-5761.782,0.81457,407.7461,406.8,18380.5
14/06/2021,13:35:25,MP_010,4,8.44,AFF2FF013FF----------4--------,,412.1327,-1.556673,-0.1210702,8492.018,-461.4372,9088.053,500.02,100.782,2341,1888,14.72,14.92,24.09,15.78,0,2,0.3,5,108.61,5.761489,-1.239866,-4646.864,-3.233284,413.2825,413.57,18041.5
14/06/2021,13:39:06,MP_010,4,8.44,AFF2FF013FF----------4--------,,412.3922,-1.556673,-6.914327,8494.139,-461.4372,9732.12,500.01,100.778,2343,1888,15.25,15.64,25.76,17.88,420.2,1.8,0.2,5,108.71,6.153931,-1.088204,-5655.128,0.6691509,407.9108,407.03,18687.7
14/06/2021,13:42:11,MP_010,3,7.64,AFF2FF013FF----------4--------,,412.0509,-1.556673,-1.95103,8480.254,-461.4372,9150.939,500.08,100.786,2344,1890,15.56,16.19,24.01,17.98,0,2.2,0.1,5,103.21,6.407703,0.1614653,39684.7,-2.379647,411.6464,411.66,18092.6
14/06/2021,13:45:28,MP_010,3,7.64,AFF2FF013FF----------4--------,,412.074,-1.556673,-6.8315,8498.255,-461.4372,9405.729,500.14,100.793,2346,1891,14.67,15.55,21.26,17.05,420.2,3.1,3,5,110.93,6.580166,-0.8597062,-7653.971,0.7762408,407.5034,406.8,18365.4
14/06/2021,13:48:47,MP_010,4,8.44,AFF2FF013FF----------4--------,,411.8946,-1.556673,-3.69E-02,8484.403,-461.4372,9665.133,500.06,100.796,2348,1889,14.9,15.08,23.8,16.24,0.7,2,0.2,5,110.78,6.113715,-1.641363,-3724.779,-3.427957,413.0367,413.41,18611
14/06/2021,13:52:31,MP_010,4,8.44,AFF2FF013FF----------4--------,,412.1518,-1.556673,-6.688024,8490.306,-461.4372,9708.123,500.08,100.795,2348,1890,14.4,14.71,21.09,15.98,420,2.7,3.1,5,114.7,6.140135,-2.104791,-2917.219,0.5412129,408.649,407.02,18659.9
14/06/2021,13:59:38,ZPc010,0,7.64,AFF2FF013FF----------4--------,,412.0846,-2.350955,-2.350955,8513.505,-348.128,-348.128,500,100.806,2350,1889,14.37,14.76,20.56,14.37,0.7,3.2,3.1,5,,,,,,,411.29,8626.8
14/06/2021,14:02:27,MP_010,3,7.64,AFF2FF013FF----------4FF------,,411.9714,-2.350955,-2.338147,8496.291,-348.128,7911.142,500.11,100.819,2346,1887,14.72,14.72,22.29,14.68,0.3,2,0.3,5,100.91,5.498624,-0.1603702,-34287.06,-2.27373,411.9838,411.98,16755.6
14/06/2021,14:06:03,MP_010,3,7.64,AFF2FF013FF----------4--------,,412.0404,-2.350955,-6.792942,8501.073,-348.128,8583.451,500.02,100.824,2349,1892,15.28,15.45,24.7,16.58,420.2,1.8,0.5,5,101.27,5.949226,-3.36E-02,-177247.4,0.4822841,407.624,407.6,17432.7
14/06/2021,14:11:44,MP_010,4,8.44,AFF2FF013FF----------4--------,,411.5894,-2.350955,-0.1404004,8475.35,-348.128,9777.107,500.04,100.827,2351,1891,15.56,15.95,26.36,17.76,0.2,2.3,0.1,5,106.11,6.112556,-0.6434545,-9499.594,-3.839055,413.5848,413.8,18600.6
14/06/2021,14:14:53,MP_010,4,8.44,AFF2FF013FF----------4--------,,411.8428,-2.350955,-6.874928,8493.877,-348.128,9916.798,499.95,100.821,2354,1893,14.83,15.43,21.5,17.03,420.2,2.2,2.9,5,112.21,6.196754,-1.40346,-4415.342,0.1557561,408.2667,407.32,18758.8
14/06/2021,14:18:04,MP_010,3,7.64,AFF2FF013FF----------4--------,,411.8027,-2.350955,-2.853476,8469.497,-348.128,9110.808,500.03,100.84,2354,1895,14.63,15.17,23.3,15.84,0.3,1.8,0.3,5,108.62,6.303739,-0.8601796,-7328.398,-2.263837,411.3703,411.3,17928.4
14/06/2021,14:20:53,MP_010,3,7.64,AFF2FF013FF----------4--------,,412.0821,-2.350955,-7.241644,8496.016,-348.128,9557.936,500,100.836,2355,1895,15.23,16.01,25.63,17.58,420.2,2.2,0.1,5,107.29,6.604559,-0.3703845,-17831.63,0.511391,407.4715,407.19,18402.1
14/06/2021,14:24:20,MP_010,4,8.44,AFF2FF013FF----------4--------,,411.6014,-2.350955,-0.148999,8465.035,-348.128,10516.64,499.94,100.842,2356,1898,15.3,15.63,25.26,17.59,0.5,2,0.2,5,112.16,6.56262,-1.759393,-3730.047,-4.019967,413.257,413.8,19329.8
14/06/2021,14:27:45,MP_010,4,8.44,AFF2FF013FF----------4--------,,411.8055,-2.350955,-7.602942,8496.711,-348.128,10387.12,500.08,100.838,2354,1897,14.57,14.94,21.65,16.91,419.9,2.5,3.8,5,116.98,6.485464,-2.435516,-2662.871,0.4751641,408.38,406.55,19232
14/06/2021,14:31:25,MP_010,3,7.64,AFF2FF013FF----------4--------,,411.828,-2.350955,-3.267899,8494.287,-348.128,8996.362,500.01,100.83,2356,1895,14.84,15.32,24.85,16.33,0.2,1.8,0.5,5,106.62,6.226737,-0.5897797,-10557.73,-1.958526,410.9998,410.91,17838.8
14/06/2021,14:37:00,MP_010,3,7.64,AFF2FF013FF----------4--------,,412.012,-2.350955,-7.795812,8499.013,-348.128,8955.363,500.08,100.83,2354,1895,14.31,14.92,21.12,15.83,419.7,2.9,3.6,5,110.09,6.199997,-0.9993405,-6204.089,1.043229,407.4639,406.57,17802.5
14/06/2021,14:39:45,MP_010,4,8.44,AFF2FF013FF----------4--------,,411.6275,-2.350955,-1.28249,8466.617,-348.128,9458.715,500.09,100.831,2358,1896,14.47,14.74,23.79,15.48,0,2,0.7,5,111.85,5.918989,-1.677398,-3528.673,-3.075838,412.4157,412.7,18273.5
