"wavelength_nm","otc_arbunits","lamp_arbunits","absorbance"
749.393,16237.265,17056.126,0.02136751
749.733,16305.467,17117.26,0.02110101
750.072,16277.186,17078.864,0.02087963
750.412,16261.705,17043.598,0.02039522
750.752,16277.57,17059.613,0.0203796
751.091,16310.61,17074.427,0.01987595
751.431,16281.909,17073.42,0.02061521
751.771,16250.961,17047.329,0.02077729
752.111,16186.531,17008.188,0.02150429
752.45,16162.007,16987.209,0.02162673
752.79,16100.08,16895.945,0.02095446
753.13,16142.349,16954.834,0.02132681
753.469,16102.822,16899.757,0.02097848
753.809,16017.517,16816.553,0.0211418
754.149,15977.108,16778.339,0.02125078
754.488,15931.848,16693.425,0.02027929
754.828,15838.199,16577.513,0.01981359
755.168,15863.338,16638.637,0.02072317
755.507,15769.354,16517.731,0.0201365
755.847,15740.111,16460.808,0.01944335
756.187,15699.054,16452.221,0.02035105
756.527,15693.978,16451.09,0.02046164
756.866,15651.204,16428.719,0.02105595
757.206,15553.453,16325.241,0.02103279
757.546,15469.392,16248.349,0.02133601
757.885,15392.822,16106.881,0.01969321
758.225,15335.78,16079.092,0.02055566
758.565,15252.09,15992.873,0.02059714
758.904,15172.296,15917.397,0.02082075
759.244,15126.348,15841.736,0.02006868
759.584,15018.165,15799.152,0.02201692
759.923,14983.15,15748.115,0.02162544
760.263,14942.728,15692.307,0.02125691
760.603,14782.21,15525.138,0.0212961
760.942,14738.887,15458.107,0.02069164
761.282,14653.636,15387.556,0.02122426
761.622,14572.741,15287.964,0.02080839
761.962,14516.484,15234.847,0.02097665
762.301,14457.298,15167.522,0.02082751
762.641,14388.638,15075.321,0.02024689
762.981,14195.102,14894.303,0.02088167
763.32,14185.726,14837.2,0.01950038
763.66,14028.267,14700.474,0.02032733
764,13988.74,14552.778,0.01716731
764.339,13905.435,14599.858,0.02116406
764.679,13787.287,14455.386,0.02055088
765.019,13682.283,14340.835,0.02041586
765.358,13562.839,14238.511,0.02111396
765.698,13502.909,14183.428,0.02135389
766.038,13435.041,14094.557,0.02081243
766.377,13333.074,13986.429,0.02077657
766.717,13238.035,13876.477,0.02045569
767.057,13140.695,13810.688,0.02159697
767.397,13096.35,13699.921,0.01956777
767.736,12983.058,13595.913,0.02003138
768.076,12898.472,13510.425,0.02013072
768.416,12785.24,13412.847,0.02081206
768.755,12707.664,13327.156,0.02067175
769.095,12630.28,13267.527,0.02137701
769.435,12560.052,13204.969,0.02174594
769.774,12467.072,13072.449,0.02059249
770.114,12415.953,12946.255,0.0181641
770.454,12283.999,12848.811,0.01952316
770.793,12186.884,12805.314,0.02149755
771.133,12142.765,12738.856,0.02081284
771.473,12059.814,12578.029,0.01827201
771.812,11942.991,12532.491,0.0209243
772.152,11866.955,12458.365,0.02112177
772.492,11794.778,12348.175,0.01991299
772.832,11695.895,12269.015,0.02077623
773.171,11607.482,12216.028,0.02219197
773.511,11509.674,12065.884,0.02049614
773.851,11465.174,12005.633,0.0200044
774.19,11416.615,11975.818,0.02076784
774.53,11292.138,11797.724,0.01902206
774.87,11214.825,11757.208,0.02051169
775.209,11172.807,11715.59,0.02060188
775.549,11088.878,11648.721,0.02139062
775.889,11026.457,11582.356,0.02136092
776.228,10918.521,11445.997,0.02048982
776.568,10823.067,11376.177,0.02164598
776.908,10752.523,11298.018,0.02149188
777.247,10642.214,11120,0.01907276
777.587,10617.557,11171.619,0.02209155
777.927,10541.531,11024.752,0.01946514
778.267,10461.011,10957.968,0.02015635
778.606,10377.15,10901.946,0.02142594
778.946,10360.147,10852.991,0.02018352
779.286,10231.397,10741.85,0.02114415
779.625,10181.368,10674.931,0.02055895
779.965,10098.033,10552.011,0.01909842
780.305,10007.707,10487.152,0.02032299
780.644,9949.1474,10403.492,0.01939325
780.984,9886.6066,10369.079,0.02069293
781.324,9821.2809,10238.117,0.01805197
781.663,9764.9412,10246.959,0.02092535
782.003,9683.1281,10161.484,0.02094147
782.343,9587.9132,10023.775,0.01930723
782.683,9553.8707,9994.9908,0.01960304
783.022,9486.7003,9930.8189,0.01986988
783.362,9413.0744,9840.3474,0.01927894
783.702,9324.4187,9813.2245,0.02218997
784.041,9305.3514,9757.8759,0.02062251
784.381,9190.7495,9609.6976,0.0193588
784.721,9164.3538,9581.5505,0.01933395
785.06,9079.126,9553.1861,0.02210419
785.4,9023.3997,9477.5981,0.0213281
785.74,8975.933,9401.5956,0.02012196
786.079,8927.3921,9355.5578,0.02034508
786.419,8843.0353,9256.938,0.019866
786.759,8805.5066,9199.5509,0.01901228
787.098,8738.4969,9125.1911,0.01880523
787.438,8677.9232,9110.4115,0.02112219
787.778,8614.5454,9030.1588,0.02046302
788.118,8569.6758,8964.5625,0.01956471
788.457,8504.9392,8907.8875,0.02010351
788.797,8464.0765,8868.5082,0.02027099
789.137,8388.5766,8813.9998,0.02148476
789.476,8370.1758,8769.339,0.02023228
789.816,8294.0087,8690.4631,0.02027843
790.156,8268.8075,8642.864,0.0192148
790.495,8181.5024,8565.2004,0.01990447
790.835,8106.8757,8457.4805,0.01838749
791.175,8108.9135,8465.1579,0.0186724
791.514,8019.8985,8399.3477,0.02007668
791.854,7955.7386,8335.0087,0.02022555
792.194,7927.9998,8309.3413,0.02040296
792.533,7862.3625,8203.2015,0.01843032
792.873,7766.6676,8163.0997,0.02162038
793.213,7762.9263,8128.7066,0.01999598
793.553,7720.4201,8093.5813,0.0204998
793.892,7643.5171,8039.6241,0.0219425
794.232,7628.6433,8009.1501,0.02113912
794.572,7574.9576,7940.4825,0.02046668
794.911,7523.6149,7900.0738,0.02120459
795.251,7471.9401,7842.9404,0.02104553
795.591,7312.6928,7625.3623,0.01818316
795.93,7120.2101,7453.3184,0.01985687
796.27,6853.4636,7192.9972,0.02099978
796.61,6767.1835,7064.1086,0.01864942
796.949,7292.6943,7626.3181,0.01942691
797.289,7186.7684,7518.2604,0.01958371
797.629,7105.4334,7469.477,0.02169963
797.968,7062.8137,7405.8069,0.02059463
798.308,7040.5236,7399.7238,0.02161055
798.648,6981.8232,7328.6383,0.02105444
798.988,6936.4464,7259.13,0.01974754
799.327,6878.4379,7238.2503,0.02214377
799.667,6807.2113,7139.2971,0.02068623
800.007,6765.2877,7096.0227,0.02072873
800.346,6738.4963,7072.8688,0.02103261
800.686,6681.7539,7022.9264,0.02162764
801.026,6625.1734,6943.4751,0.02037963
801.365,6602.1229,6908.5413,0.01970275
801.705,6563.5009,6885.1764,0.02077952
802.045,6527.0227,6807.394,0.01826576
802.384,6459.5329,6746.2125,0.0188589
802.724,6462.7343,6760.542,0.01956521
803.064,6383.7502,6711.9944,0.0217757
803.403,6353.9659,6647.4644,0.01961114
803.743,6292.1736,6609.0451,0.02133802
804.083,6281.5855,6579.6673,0.02013466
804.423,6254.7825,6533.3821,0.01892585
804.762,6183.6066,6494.2507,0.0212872
805.102,6147.2152,6421.7911,0.01897776
805.442,6095.2319,6379.3617,0.01978699
805.781,6052.3618,6310.5873,0.0181449
806.121,6023.6903,6277.9787,0.01795721
806.461,6002.1277,6251.6822,0.01769166
806.8,5940.6836,6214.9683,0.01960249
807.14,5936.4259,6205.4462,0.01924797
807.48,5860.3855,6119.1134,0.01876232
807.819,5842.7452,6094.4536,0.01831783
808.159,5756.5408,6048.5257,0.02148794
808.499,5759.8317,6027.9522,0.01976001
808.839,5712.5866,5941.193,0.01704087
809.178,5684.316,5934.6251,0.01871507
809.518,5613.4501,5909.965,0.02235505
809.858,5578.66,5841.9062,0.02002469
810.197,5546.4558,5812.5873,0.02035394
810.537,5475.0045,5721.7528,0.01914461
810.877,5474.2971,5705.9099,0.01799654
811.216,5428.8469,5681.2913,0.01973946
811.556,5371.0977,5620.3457,0.01969998
811.896,5347.5763,5587.9255,0.01909362
812.235,5326.3069,5568.5031,0.01931228
812.575,5282.1299,5514.5052,0.01869747
812.915,5255.7225,5501.9566,0.01988473
813.254,5218.5524,5470.1205,0.02044684
813.594,5149.5747,5407.9518,0.02126145
813.934,5161.202,5401.1193,0.01973292
814.274,5095.8271,5346.7687,0.02087671
814.613,5050.0457,5312.6384,0.02201495
814.953,5050.1477,5267.8111,0.01832611
815.293,5003.6844,5237.7203,0.01985239
815.632,4971.159,5203.3076,0.01982185
815.972,4915.233,5164.3888,0.02147482
816.312,4943.5046,5153.5869,0.01807465
816.651,4875.9472,5057.979,0.01591803
816.991,4817.5168,5058.3816,0.02118835
817.331,4770.8562,5002.6955,0.02060774
817.67,4735.3222,4970.8895,0.02108458
818.01,4707.0199,4937.163,0.02073143
818.35,4680.0796,4889.1341,0.01897871
818.689,4659.4592,4872.5413,0.01942001
819.029,4633.6204,4806.327,0.01589287
819.369,4586.9019,4794.0286,0.01918117
819.709,4569.4513,4754.8552,0.01727325
820.048,4527.9481,4747.2501,0.02054068
820.388,4497.2557,4729.6663,0.02188292
820.728,4459.0294,4680.2106,0.02102506
821.067,4434.2299,4624.0945,0.01820849
821.407,4422.1964,4588.1454,0.01599915
821.747,4372.1861,4600.0046,0.02205963
822.086,4321.3569,4497.3036,0.01733207
822.426,4311.9121,4500.5208,0.01859287
822.766,4275.8171,4465.742,0.0188745
823.105,4253.255,4444.9327,0.01914377
823.445,4225.1313,4397.2695,0.01734287
823.785,4172.7893,4375.5847,0.02060964
824.124,4154.9144,4357.9205,0.02071722
824.464,4114.7721,4292.1397,0.01832806
824.804,4076.8294,4271.1697,0.02022428
825.144,4074.355,4243.8596,0.01770215
825.483,4035.2866,4220.1689,0.01945544
825.823,3984.7489,4179.1973,0.02069191
826.163,3971.9596,4141.8987,0.01819465
826.502,3952.334,4128.2016,0.01890726
826.842,3917.8451,4097.1815,0.01943794
827.182,3882.3004,4022.3204,0.01538753
827.521,3842.7537,4007.8966,0.01827395
827.861,3801.6122,3991.0438,0.02111868
828.201,3797.4313,3974.7263,0.01981731
828.54,3778.6493,3940.768,0.01824428
828.88,3732.1423,3900.691,0.01918336
829.22,3710.0309,3887.4456,0.02028679
829.559,3687.1458,3858.7573,0.01975715
829.899,3655.3609,3821.2584,0.01927614
830.239,3636.1707,3789.5081,0.01793857
830.579,3612.8895,3757.8671,0.01708674
830.918,3576.9412,3736.1187,0.01890887
831.258,3549.4123,3718.7561,0.02024124
831.598,3536.3898,3668.5574,0.01593518
831.937,3505.4258,3676.3418,0.0206751
832.277,3479.4535,3614.557,0.01654405
832.617,3438.89,3571.2037,0.01639634
832.956,3407.1968,3552.5644,0.01814474
833.296,3389.7491,3535.9173,0.01833454
833.636,3368.9173,3491.3481,0.01550281
833.975,3325.6699,3476.2322,0.01922964
834.315,3309.6264,3442.5813,0.01710524
834.655,3277.318,3421.8675,0.01874461
834.995,3262.7673,3392.9143,0.01698679
835.334,3244.2124,3385.5327,0.01851774
835.674,3222.18,3336.6593,0.01516206
836.014,3186.9585,3321.2589,0.01792631
836.353,3158.0193,3305.5397,0.01982759
836.693,3115.8592,3254.4326,0.01889746
837.033,3097.9742,3237.4912,0.01913079
837.372,3079.5984,3229.0779,0.02058444
837.712,3045.4847,3174.6971,0.01804586
838.052,3031.579,3164.9129,0.01869287
838.391,3005.2518,3134.4264,0.01827721
838.731,2978.0939,3102.0977,0.01771709
839.071,2958.1613,3063.5367,0.01520123
839.41,2935.4072,3061.2788,0.01823452
839.75,2910.0022,3055.6359,0.02120829
840.09,2887.3708,3027.0782,0.02052108
840.43,2867.9221,2985.8458,0.01750003
840.769,2832.1805,2953.9312,0.01827944
841.109,2793.3515,2933.0493,0.02119377
841.449,2784.795,2900.7824,0.01772192
841.788,2758.0282,2893.2509,0.02078739
842.128,2749.9342,2868.7663,0.01837287
842.468,2725.7856,2837.7504,0.0174825
842.807,2681.6681,2800.3343,0.01880485
843.147,2671.104,2782.7908,0.01778977
843.487,2651.2138,2740.0473,0.0143133
843.826,2632.5342,2727.8232,0.01544219
844.166,2598.3461,2718.0312,0.01955743
844.506,2601.9384,2713.9565,0.01830587
844.845,2566.9304,2671.7984,0.01738959
845.185,2545.2336,2661.6792,0.01942805
845.525,2530.7291,2643.9398,0.0190059
845.865,2499.5108,2610.0566,0.01879491
846.204,2471.3448,2562.0241,0.01564987
846.544,2466.9677,2563.2673,0.01663044
846.884,2440.8067,2537.2353,0.01682735
847.223,2400.4776,2529.1506,0.02267703
847.563,2396.5292,2511.9724,0.02043215
847.903,2384.7665,2489.3275,0.01863617
848.242,2349.3663,2458.1992,0.01966634
848.582,2326.7149,2451.2076,0.02263693
848.922,2307.1887,2408.5634,0.01867496
849.261,2288.7101,2395.0624,0.01972604
849.601,2264.9441,2371.9851,0.02005447
849.941,2252.361,2339.1613,0.01642219
850.28,2230.4369,2326.058,0.0182306
850.62,2206.878,2320.3778,0.02178037
850.96,2194.3011,2272.5746,0.01522192
851.3,2157.9156,2253.872,0.01889478
851.639,2155.0584,2250.8017,0.01887819
851.979,2139.659,2228.6101,0.01768955
852.319,2107.4643,2199.4036,0.0185447
852.658,2096.1831,2177.7735,0.01658349
852.998,2076.6481,2161.3947,0.01737118
853.338,2064.6026,2141.3524,0.01585168
853.677,2052.0613,2128.5312,0.0158897
854.017,2021.9594,2105.961,0.01767791
854.357,2002.6456,2071.981,0.01478167
854.696,1978.7957,2061.0584,0.01768934
855.036,1963.4618,2049.782,0.01868521
855.376,1955.529,2015.1106,0.01303463
855.715,1922.2873,1998.3086,0.01684426
856.055,1911.9892,1991.4526,0.01768454
856.395,1892.6143,1964.8723,0.01627222
856.735,1866.6994,1952.6245,0.01954434
857.074,1850.9859,1943.4599,0.02117247
857.414,1831.0243,1900.9037,0.016266
857.754,1812.5473,1885.5431,0.01714711
858.093,1802.8156,1891.1446,0.02077344
858.433,1776.862,1853.238,0.0182775
858.773,1762.0016,1835.8454,0.01782981
859.112,1735.3691,1820.0164,0.02068343
859.452,1730.0999,1789.2721,0.0146052
859.792,1717.526,1778.9327,0.0152562
860.131,1701.2316,1756.0536,0.01377431
860.471,1679.0735,1742.7423,0.01616346
860.811,1681.048,1737.1266,0.01425136
861.151,1649.6537,1703.6829,0.01399597
861.49,1630.6229,1686.0271,0.01451103
861.83,1626.7736,1680.3361,0.01406904
862.17,1587.8025,1658.2024,0.01884105
862.509,1575.5309,1658.2727,0.02222903
862.849,1571.276,1638.269,0.01813273
863.189,1548.5045,1604.5117,0.01543042
863.528,1542.7998,1592.9061,0.0138806
863.868,1533.9757,1578.3795,0.01239296
864.208,1505.442,1570.2972,0.01831785
864.547,1491.7579,1560.3156,0.0195141
864.887,1478.4207,1544.954,0.0191175
865.227,1464.9124,1539.7006,0.02162463
865.566,1454.5498,1504.9275,0.014787
865.906,1422.9776,1496.1614,0.02178038
866.246,1422.862,1491.8563,0.02056419
866.586,1414.2607,1471.9835,0.01737349
866.925,1389.0851,1457.4243,0.02085717
867.265,1380.451,1443.5565,0.01941277
867.605,1372.8231,1432.4966,0.01847905
867.944,1355.2047,1409.0297,0.01691525
868.284,1353.906,1406.9729,0.01669724
868.624,1335.2253,1379.0826,0.01403574
868.963,1315.6304,1364.1741,0.01573588
869.303,1294.9806,1346.7284,0.01701675
869.643,1284.8867,1330.5282,0.01515925
869.982,1270.3765,1312.7815,0.01426
870.322,1259.6048,1320.9608,0.02065561
870.662,1246.7987,1295.5381,0.01665386
871.001,1238.3366,1289.8827,0.01771152
871.341,1225.6863,1282.7493,0.01976246
871.681,1209.9869,1267.4183,0.02013931
872.021,1202.7809,1249.5263,0.01655888
872.36,1183.2851,1229.764,0.01673239
872.7,1183.5436,1208.7434,0.009149873
873.04,1159.4444,1219.7663,0.02202673
873.379,1152.0037,1198.1882,0.01707117
873.719,1134.2162,1183.6055,0.01851115
874.059,1131.0769,1165.0143,0.01283915
874.398,1114.2908,1156.7446,0.01623891
874.738,1105.5122,1149.2332,0.01684463
875.078,1097.0941,1145.5912,0.01878578
875.417,1077.7054,1116.6648,0.01542279
875.757,1072.8183,1123.7699,0.02015124
876.097,1055.0859,1101.7243,0.01878512
876.436,1050.9328,1090.9094,0.01621375
876.776,1038.4672,1086.984,0.01983033
877.116,1026.0301,1078.2488,0.02155886
877.456,1022.3593,1067.7038,0.01884725
877.795,1011.1073,1048.5176,0.0157785
878.135,1004.0215,1040.2453,0.01539274
878.475,998.00855,1024.3577,0.01131737
878.814,979.76326,1009.6183,0.01303605
879.154,971.42034,1021.9366,0.02201675
879.494,964.40731,1012.1011,0.02096342
879.833,957.64662,997.28562,0.01761428
880.173,939.93897,980.71777,0.01844439
880.513,930.61189,976.16315,0.02075381
880.852,935.85126,974.40566,0.01753297
881.192,923.23612,945.27473,0.01024526
881.532,914.01481,946.90162,0.01535163
881.871,911.61552,925.96016,0.006780594
882.211,894.04561,930.08244,0.01716177
882.551,883.59085,921.03423,0.01802456
882.891,869.441,917.50854,0.02336999
883.23,871.81961,898.76993,0.0132219
883.57,865.78701,889.84209,0.01190188
883.91,857.7527,886.34882,0.01424258
884.249,854.74533,887.818,0.01648721
884.589,854.74533,887.818,0.01648721
